Organism,AntimicrobialGroup,Indicator,Year,RegionCode,RegionName,PercentageResistant
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2017,ES,Spain,32.04633204
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2017,FI,Finland,
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2017,FR,France,42.85714285
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2017,HR,Croatia,50.0
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2017,HU,Hungary,53.33333333
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2017,IE,Ireland,67.67123287
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2017,IS,Iceland,
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2017,IT,Italy,53.72168284
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2017,LT,Lithuania,80.64516129
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2017,LU,Luxembourg,25.80645161
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2017,LV,Latvia,51.28205128
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2017,MT,Malta,
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2017,NL,Netherlands,68.84057971
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2017,NO,Norway,40.51724137
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2017,PL,Poland,53.33333333
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2017,PT,Portugal,23.05882352
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2017,RO,Romania,76.0
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2017,SE,Sweden,21.86878727
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2017,SI,Slovenia,41.78082191
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2017,SK,Slovakia,66.31578947
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2017,UK,United Kingdom,
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2018,AT,Austria,30.76923076
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2018,BE,Belgium,20.24291497
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2018,BG,Bulgaria,72.52747252
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2018,CY,Cyprus,4.54545454
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2018,CZ,Czechia,62.5698324
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2018,DE,Germany,15.39408866
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2018,DK,Denmark,40.625
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2018,EE,Estonia,40.98360655
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2018,EL,Greece,19.45525291
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2018,ES,Spain,35.33026113
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2018,FI,Finland,
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2018,FR,France,31.86646433
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2018,HR,Croatia,63.38028169
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2018,HU,Hungary,51.48514851
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2018,IE,Ireland,68.56368563
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2018,IS,Iceland,
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2018,IT,Italy,57.06455542
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2018,LT,Lithuania,52.27272727
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2018,LU,Luxembourg,14.28571428
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2018,LV,Latvia,47.91666666
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2018,MT,Malta,
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2018,NL,Netherlands,68.18181818
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2018,NO,Norway,33.73493975
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2018,PL,Poland,54.49438202
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2018,PT,Portugal,21.57434402
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2018,RO,Romania,76.0
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2018,SE,Sweden,18.38235294
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2018,SI,Slovenia,24.03100775
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2018,SK,Slovakia,68.29268292
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2018,UK,United Kingdom,
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2019,AT,Austria,19.58041958
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2019,BE,Belgium,23.66412213
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2019,BG,Bulgaria,77.77777777
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2019,CY,Cyprus,0.0
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2019,CZ,Czechia,56.32183908
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2019,DE,Germany,24.1847826
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2019,DK,Denmark,41.46341463
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2019,EE,Estonia,26.02739726
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2019,EL,Greece,21.42857142
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2019,ES,Spain,25.92592592
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2019,FI,Finland,
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2019,FR,France,32.15488215
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2019,HR,Croatia,51.35135135
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2019,HU,Hungary,52.96052631
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2019,IE,Ireland,63.71428571
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2019,IS,Iceland,
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2019,IT,Italy,55.27009222
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2019,LT,Lithuania,67.9245283
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2019,LU,Luxembourg,16.21621621
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2019,LV,Latvia,50.94339622
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2019,MT,Malta,
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2019,NL,Netherlands,67.68060836
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2019,NO,Norway,51.31578947
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2019,PL,Poland,46.25
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2019,PT,Portugal,21.81818181
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2019,RO,Romania,69.85294117
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2019,SE,Sweden,10.04366812
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2019,SI,Slovenia,16.17647058
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2019,SK,Slovakia,44.64285714
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2019,UK,United Kingdom,89.28571428
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2020,AT,Austria,32.89473684
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2020,BE,Belgium,24.88888888
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2020,BG,Bulgaria,75.32467532
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2020,CY,Cyprus,4.76190476
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2020,CZ,Czechia,54.14634146
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2020,DE,Germany,45.32148457
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2020,DK,Denmark,24.77477477
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2020,EE,Estonia,16.39344262
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2020,EL,Greece,17.22365038
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2020,ES,Spain,23.36018411
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2020,FI,Finland,
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2020,FR,France,
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2020,HR,Croatia,38.63636363
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2020,HU,Hungary,51.16772823
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2020,IE,Ireland,58.79828326
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2020,IS,Iceland,
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2020,IT,Italy,56.16504854
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2020,LT,Lithuania,52.85714285
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2020,LU,Luxembourg,30.95238095
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2020,LV,Latvia,61.81818181
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2020,MT,Malta,90.47619047
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2020,NL,Netherlands,75.80128205
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2020,NO,Norway,53.125
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2020,PL,Poland,46.22030237
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2020,PT,Portugal,28.18181818
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2020,RO,Romania,74.33628318
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2020,SE,Sweden,7.99136069
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2020,SI,Slovenia,10.22727272
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2020,SK,Slovakia,63.63636363
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2021,AT,Austria,43.52331606
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2021,BE,Belgium,20.71713147
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2021,BG,Bulgaria,67.56756756
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2021,CY,Cyprus,10.71428571
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2021,CZ,Czechia,53.54058721
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2021,DE,Germany,56.91699604
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2021,DK,Denmark,
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2021,EE,Estonia,16.0
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2021,EL,Greece,19.21182266
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2021,ES,Spain,20.73619631
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2021,FI,Finland,
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2021,FR,France,
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2021,HR,Croatia,24.54545454
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2021,HU,Hungary,53.94366197
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2021,IE,Ireland,60.04415011
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2021,IS,Iceland,
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2021,IT,Italy,54.19175544
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2021,LT,Lithuania,49.09090909
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2021,LU,Luxembourg,29.31034482
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2021,LV,Latvia,47.95918367
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2021,MT,Malta,92.10526315
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2021,NL,Netherlands,80.43143297
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2021,NO,Norway,59.74025974
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2021,PL,Poland,50.23584905
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2021,PT,Portugal,38.64306784
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2021,RO,Romania,69.72972972
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2021,SE,Sweden,9.44272445
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2021,SI,Slovenia,11.21495327
Enterococcus faecium,High-level gentamicin,"R - resistant isolates, percentage  ",2021,SK,Slovakia,67.24137931
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2000,AT,Austria,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2000,BE,Belgium,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2000,DE,Germany,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2000,DK,Denmark,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2000,EL,Greece,0.0
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2000,ES,Spain,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2000,FI,Finland,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2000,IE,Ireland,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2000,IS,Iceland,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2000,IT,Italy,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2000,LU,Luxembourg,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2000,NL,Netherlands,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2000,NO,Norway,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2000,PT,Portugal,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2000,SE,Sweden,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2000,UK,United Kingdom,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2001,AT,Austria,4.76190476
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2001,BE,Belgium,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2001,BG,Bulgaria,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2001,CZ,Czechia,1.61290322
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2001,DE,Germany,1.42857142
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2001,DK,Denmark,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2001,EE,Estonia,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2001,EL,Greece,15.05376344
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2001,ES,Spain,1.58730158
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2001,FI,Finland,0.0
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2001,FR,France,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2001,HR,Croatia,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2001,HU,Hungary,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2001,IE,Ireland,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2001,IS,Iceland,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2001,IT,Italy,15.0
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2001,LU,Luxembourg,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2001,MT,Malta,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2001,NL,Netherlands,1.92307692
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2001,NO,Norway,0.0
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2001,PL,Poland,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2001,PT,Portugal,20.58823529
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2001,SE,Sweden,0.0
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2001,SI,Slovenia,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2001,SK,Slovakia,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2001,UK,United Kingdom,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2002,AT,Austria,6.66666666
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2002,BE,Belgium,0.0
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2002,BG,Bulgaria,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2002,CZ,Czechia,8.53658536
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2002,DE,Germany,4.22535211
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2002,DK,Denmark,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2002,EE,Estonia,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2002,EL,Greece,19.11764705
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2002,ES,Spain,1.03092783
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2002,FI,Finland,1.16279069
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2002,FR,France,1.62601626
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2002,HR,Croatia,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2002,HU,Hungary,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2002,IE,Ireland,11.11111111
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2002,IS,Iceland,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2002,IT,Italy,19.10112359
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2002,LU,Luxembourg,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2002,MT,Malta,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2002,NL,Netherlands,1.63934426
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2002,NO,Norway,0.0
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2002,PL,Poland,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2002,PT,Portugal,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2002,RO,Romania,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2002,SE,Sweden,0.55248618
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2002,SI,Slovenia,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2002,SK,Slovakia,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2002,UK,United Kingdom,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2003,AT,Austria,0.0
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2003,BE,Belgium,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2003,BG,Bulgaria,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2003,CY,Cyprus,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2003,CZ,Czechia,3.19148936
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2003,DE,Germany,3.03030303
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2003,DK,Denmark,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2003,EE,Estonia,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2003,EL,Greece,17.54385964
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2003,ES,Spain,3.36134453
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2003,FI,Finland,0.0
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2003,FR,France,0.0
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2003,HR,Croatia,6.25
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2003,HU,Hungary,0.0
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2003,IE,Ireland,18.93939393
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2003,IS,Iceland,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2003,IT,Italy,24.09638554
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2003,LU,Luxembourg,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2003,MT,Malta,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2003,NL,Netherlands,0.97560975
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2003,NO,Norway,0.0
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2003,PL,Poland,0.0
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2003,PT,Portugal,46.60194174
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2003,RO,Romania,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2003,SE,Sweden,2.16450216
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2003,SI,Slovenia,0.0
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2003,SK,Slovakia,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2003,UK,United Kingdom,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2004,AT,Austria,0.62111801
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2004,BE,Belgium,4.76190476
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2004,BG,Bulgaria,0.0
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2004,CY,Cyprus,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2004,CZ,Czechia,2.83018867
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2004,DE,Germany,10.6060606
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2004,DK,Denmark,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2004,EE,Estonia,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2004,EL,Greece,20.33898305
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2004,ES,Spain,1.5625
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2004,FI,Finland,0.0
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2004,FR,France,4.96894409
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2004,HR,Croatia,3.33333333
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2004,HU,Hungary,0.0
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2004,IE,Ireland,22.09944751
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2004,IS,Iceland,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2004,IT,Italy,21.21212121
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2004,LU,Luxembourg,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2004,MT,Malta,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2004,NL,Netherlands,0.0
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2004,NO,Norway,0.0
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2004,PL,Poland,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2004,PT,Portugal,42.3076923
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2004,RO,Romania,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2004,SE,Sweden,1.15384615
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2004,SI,Slovenia,0.0
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2004,SK,Slovakia,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2004,UK,United Kingdom,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2005,AT,Austria,1.16959064
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2005,BE,Belgium,13.95348837
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2005,BG,Bulgaria,0.0
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2005,CY,Cyprus,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2005,CZ,Czechia,13.74407582
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2005,DE,Germany,10.12145748
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2005,DK,Denmark,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2005,EE,Estonia,0.0
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2005,EL,Greece,37.00440528
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2005,ES,Spain,2.83687943
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2005,FI,Finland,0.0
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2005,FR,France,2.57731958
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2005,HR,Croatia,5.88235294
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2005,HU,Hungary,0.0
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2005,IE,Ireland,30.9090909
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2005,IS,Iceland,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2005,IT,Italy,18.65284974
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2005,LU,Luxembourg,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2005,LV,Latvia,
Enterococcus faecium,Vancomycin,"R - resistant isolates, percentage  ",2005,MT,Malta,
